date,age,cases
2020-08-14,10_14,25
2020-08-14,15_19,68
2020-08-14,20_24,136
2020-08-14,25_29,135
2020-08-14,30_34,108
2020-08-14,35_39,88
2020-08-14,40_44,83
2020-08-14,45_49,60
2020-08-14,50_54,67
2020-08-14,55_59,59
2020-08-14,60+,172
2020-08-15,00_04,20
2020-08-15,05_09,14
2020-08-15,10_14,16
2020-08-15,15_19,49
2020-08-15,20_24,94
2020-08-15,25_29,89
2020-08-15,30_34,62
2020-08-15,35_39,59
2020-08-15,40_44,48
2020-08-15,45_49,36
2020-08-15,50_54,43
2020-08-15,55_59,35
2020-08-15,60+,85
2020-08-16,00_04,10
2020-08-16,05_09,18
2020-08-16,10_14,17
2020-08-16,15_19,58
2020-08-16,20_24,68
2020-08-16,25_29,65
2020-08-16,30_34,61
2020-08-16,35_39,47
2020-08-16,40_44,45
2020-08-16,45_49,28
2020-08-16,50_54,33
2020-08-16,55_59,20
2020-08-16,60+,59
2020-08-17,00_04,35
2020-08-17,05_09,26
2020-08-17,10_14,28
2020-08-17,15_19,92
2020-08-17,20_24,175
2020-08-17,25_29,160
2020-08-17,30_34,121
2020-08-17,35_39,95
2020-08-17,40_44,69
2020-08-17,45_49,77
2020-08-17,50_54,75
2020-08-17,55_59,59
2020-08-17,60+,132
2020-08-18,00_04,20
2020-08-18,05_09,23
2020-08-18,10_14,17
2020-08-18,15_19,64
2020-08-18,20_24,151
2020-08-18,25_29,123
2020-08-18,30_34,82
2020-08-18,35_39,69
2020-08-18,40_44,76
2020-08-18,45_49,60
2020-08-18,50_54,56
2020-08-18,55_59,54
2020-08-18,60+,143
2020-08-19,00_04,22
2020-08-19,05_09,12
2020-08-19,10_14,21
2020-08-19,15_19,68
2020-08-19,20_24,152
2020-08-19,25_29,149
2020-08-19,30_34,131
2020-08-19,35_39,90
2020-08-19,40_44,86
2020-08-19,45_49,70
2020-08-19,50_54,73
2020-08-19,55_59,67
2020-08-19,60+,153
2020-08-20,00_04,29
2020-08-20,05_09,27
2020-08-20,10_14,37
2020-08-20,15_19,113
2020-08-20,20_24,199
2020-08-20,25_29,175
2020-08-20,30_34,113
2020-08-20,35_39,97
2020-08-20,40_44,80
2020-08-20,45_49,91
2020-08-20,50_54,71
2020-08-20,55_59,58
2020-08-20,60+,139
2020-08-21,00_04,29
2020-08-21,05_09,14
2020-08-21,10_14,30
2020-08-21,15_19,95
2020-08-21,20_24,141
2020-08-21,25_29,138
2020-08-21,30_34,112
2020-08-21,35_39,87
2020-08-21,40_44,60
2020-08-21,45_49,65
2020-08-21,50_54,68
2020-08-21,55_59,54
2020-08-21,60+,121
2020-08-22,00_04,17
2020-08-22,05_09,21
2020-08-22,10_14,18
2020-08-22,15_19,93
2020-08-22,20_24,129
2020-08-22,25_29,91
2020-08-22,30_34,71
2020-08-22,35_39,53
2020-08-22,40_44,45
2020-08-22,45_49,45
2020-08-22,50_54,35
2020-08-22,55_59,24
2020-08-22,60+,77
2020-08-23,00_04,22
2020-08-23,05_09,23
2020-08-23,10_14,19
2020-08-23,15_19,81
2020-08-23,20_24,101
2020-08-23,25_29,86
2020-08-23,30_34,64
2020-08-23,35_39,57
2020-08-23,40_44,45
2020-08-23,45_49,39
2020-08-23,50_54,52
2020-08-23,55_59,31
2020-08-23,60+,75
2020-08-24,00_04,31
2020-08-24,05_09,34
2020-08-24,10_14,32
2020-08-24,15_19,97
2020-08-24,20_24,157
2020-08-24,25_29,160
2020-08-24,30_34,122
2020-08-24,35_39,97
2020-08-24,40_44,66
2020-08-24,45_49,68
2020-08-24,50_54,64
2020-08-24,55_59,55
2020-08-24,60+,140
2020-08-25,00_04,22
2020-08-25,05_09,13
2020-08-25,10_14,26
2020-08-25,15_19,79
2020-08-25,20_24,144
2020-08-25,25_29,157
2020-08-25,30_34,116
2020-08-25,35_39,72
2020-08-25,40_44,65
2020-08-25,45_49,72
2020-08-25,50_54,64
2020-08-25,55_59,58
2020-08-25,60+,146
2020-08-26,00_04,29
2020-08-26,05_09,17
2020-08-26,10_14,26
2020-08-26,15_19,132
2020-08-26,20_24,174
2020-08-26,25_29,174
2020-08-26,30_34,129
2020-08-26,35_39,85
2020-08-26,40_44,77
2020-08-26,45_49,67
2020-08-26,50_54,55
2020-08-26,55_59,49
2020-08-26,60+,138
2020-08-27,00_04,31
2020-08-27,05_09,27
2020-08-27,10_14,37
2020-08-27,15_19,160
2020-08-27,20_24,189
2020-08-27,25_29,180
2020-08-27,30_34,116
2020-08-27,35_39,130
2020-08-27,40_44,66
2020-08-27,45_49,75
2020-08-27,50_54,81
2020-08-27,55_59,59
2020-08-27,60+,175
2020-08-28,00_04,27
2020-08-28,05_09,34
2020-08-28,10_14,37
2020-08-28,15_19,177
2020-08-28,20_24,211
2020-08-28,25_29,173
2020-08-28,30_34,157
2020-08-28,35_39,109
2020-08-28,40_44,85
2020-08-28,45_49,78
2020-08-28,50_54,72
2020-08-28,55_59,51
2020-08-28,60+,140
2020-08-29,00_04,26
2020-08-29,05_09,32
2020-08-29,10_14,31
2020-08-29,15_19,148
2020-08-29,20_24,172
2020-08-29,25_29,114
2020-08-29,30_34,103
2020-08-29,35_39,71
2020-08-29,40_44,64
2020-08-29,45_49,52
2020-08-29,50_54,58
2020-08-29,55_59,43
2020-08-29,60+,106
2020-08-30,00_04,23
2020-08-30,05_09,29
2020-08-30,10_14,33
2020-08-30,15_19,149
2020-08-30,20_24,143
2020-08-30,25_29,99
2020-08-30,30_34,82
2020-08-30,35_39,82
2020-08-30,40_44,59
2020-08-30,45_49,68
2020-08-30,50_54,56
2020-08-30,55_59,52
2020-08-30,60+,91
2020-08-31,00_04,28
2020-08-31,05_09,38
2020-08-31,10_14,40
2020-08-31,15_19,136
2020-08-31,20_24,198
2020-08-31,25_29,154
2020-08-31,30_34,109
2020-08-31,35_39,104
2020-08-31,40_44,88
2020-08-31,45_49,100
2020-08-31,50_54,81
2020-08-31,55_59,72
2020-08-31,60+,119
2020-09-01,00_04,46
2020-09-01,05_09,24
2020-09-01,10_14,41
2020-09-01,15_19,164
2020-09-01,20_24,276
2020-09-01,25_29,252
2020-09-01,30_34,190
2020-09-01,35_39,175
2020-09-01,40_44,146
2020-09-01,45_49,127
2020-09-01,50_54,134
2020-09-01,55_59,97
2020-09-01,60+,257
2020-09-02,00_04,41
2020-09-02,05_09,47
2020-09-02,10_14,58
2020-09-02,15_19,236
2020-09-02,20_24,360
2020-09-02,25_29,333
2020-09-02,30_34,246
2020-09-02,35_39,198
2020-09-02,40_44,181
2020-09-02,45_49,176
2020-09-02,50_54,197
2020-09-02,55_59,170
2020-09-02,60+,418
2020-09-03,00_04,45
2020-09-03,05_09,56
2020-09-03,10_14,63
2020-09-03,15_19,209
2020-09-03,20_24,408
2020-09-03,25_29,332
2020-09-03,30_34,225
2020-09-03,35_39,213
2020-09-03,40_44,215
2020-09-03,45_49,174
2020-09-03,50_54,213
2020-09-03,55_59,171
2020-09-03,60+,365
2020-09-04,00_04,60
2020-09-04,05_09,56
2020-09-04,10_14,69
2020-09-04,15_19,208
2020-09-04,20_24,393
2020-09-04,25_29,324
2020-09-04,30_34,267
2020-09-04,35_39,226
2020-09-04,40_44,177
2020-09-04,45_49,174
2020-09-04,50_54,146
2020-09-04,55_59,135
2020-09-04,60+,370
2020-09-05,00_04,42
2020-09-05,05_09,66
2020-09-05,10_14,61
2020-09-05,15_19,218
2020-09-05,20_24,324
2020-09-05,25_29,248
2020-09-05,30_34,228
2020-09-05,35_39,202
2020-09-05,40_44,155
2020-09-05,45_49,143
2020-09-05,50_54,135
2020-09-05,55_59,101
2020-09-05,60+,253
2020-09-06,00_04,49
2020-09-06,05_09,70
2020-09-06,10_14,76
2020-09-06,15_19,180
2020-09-06,20_24,327
2020-09-06,25_29,200
2020-09-06,30_34,199
2020-09-06,35_39,184
2020-09-06,40_44,138
2020-09-06,45_49,135
2020-09-06,50_54,139
2020-09-06,55_59,131
2020-09-06,60+,236
2020-09-07,00_04,70
2020-09-07,05_09,120
2020-09-07,10_14,115
2020-09-07,15_19,273
2020-09-07,20_24,459
2020-09-07,25_29,397
2020-09-07,30_34,345
2020-09-07,35_39,286
2020-09-07,40_44,214
2020-09-07,45_49,234
2020-09-07,50_54,241
2020-09-07,55_59,220
2020-09-07,60+,504
2020-09-08,00_04,54
2020-09-08,05_09,101
2020-09-08,10_14,113
2020-09-08,15_19,230
2020-09-08,20_24,416
2020-09-08,25_29,343
2020-09-08,30_34,285
2020-09-08,35_39,240
2020-09-08,40_44,218
2020-09-08,45_49,206
2020-09-08,50_54,217
2020-09-08,55_59,190
2020-09-08,60+,432
2020-09-09,00_04,61
2020-09-09,05_09,99
2020-09-09,10_14,83
2020-09-09,15_19,236
2020-09-09,20_24,404
2020-09-09,25_29,338
2020-09-09,30_34,278
2020-09-09,35_39,230
2020-09-09,40_44,203
2020-09-09,45_49,186
2020-09-09,50_54,212
2020-09-09,55_59,158
2020-09-09,60+,374
2020-09-10,00_04,73
2020-09-10,05_09,118
2020-09-10,10_14,132
2020-09-10,15_19,255
2020-09-10,20_24,381
2020-09-10,25_29,349
2020-09-10,30_34,301
2020-09-10,35_39,270
2020-09-10,40_44,229
2020-09-10,45_49,221
2020-09-10,50_54,207
2020-09-10,55_59,163
2020-09-10,60+,389
2020-09-11,00_04,68
2020-09-11,05_09,104
2020-09-11,10_14,136
2020-09-11,15_19,216
2020-09-11,20_24,382
2020-09-11,25_29,281
2020-09-11,30_34,270
2020-09-11,35_39,215
2020-09-11,40_44,204
2020-09-11,45_49,207
2020-09-11,50_54,167
2020-09-11,55_59,161
2020-09-11,60+,378
2020-09-12,00_04,57
2020-09-12,05_09,83
2020-09-12,10_14,94
2020-09-12,15_19,194
2020-09-12,20_24,270
2020-09-12,25_29,196
2020-09-12,30_34,215
2020-09-12,35_39,185
2020-09-12,40_44,160
2020-09-12,45_49,155
2020-09-12,50_54,165
2020-09-12,55_59,144
2020-09-12,60+,278
2020-09-13,00_04,50
2020-09-13,05_09,92
2020-09-13,10_14,85
2020-09-13,15_19,156
2020-09-13,20_24,186
2020-09-13,25_29,143
2020-09-13,30_34,133
2020-09-13,35_39,133
2020-09-13,40_44,139
2020-09-13,45_49,132
2020-09-13,50_54,111
2020-09-13,55_59,84
2020-09-13,60+,253
2020-09-14,00_04,40
2020-09-14,05_09,85
2020-09-14,10_14,110
2020-09-14,15_19,220
2020-09-14,20_24,335
2020-09-14,25_29,299
2020-09-14,30_34,303
2020-09-14,35_39,263
2020-09-14,40_44,212
2020-09-14,45_49,228
2020-09-14,50_54,225
2020-09-14,55_59,162
2020-09-14,60+,386
2020-09-15,00_04,48
2020-09-15,05_09,102
2020-09-15,10_14,154
2020-09-15,15_19,213
2020-09-15,20_24,328
2020-09-15,25_29,293
2020-09-15,30_34,264
2020-09-15,35_39,267
2020-09-15,40_44,212
2020-09-15,45_49,230
2020-09-15,50_54,219
2020-09-15,55_59,205
2020-09-15,60+,449
2020-09-16,00_04,72
2020-09-16,05_09,83
2020-09-16,10_14,151
2020-09-16,15_19,283
2020-09-16,20_24,445
2020-09-16,25_29,407
2020-09-16,30_34,342
2020-09-16,35_39,288
2020-09-16,40_44,308
2020-09-16,45_49,297
2020-09-16,50_54,297
2020-09-16,55_59,238
2020-09-16,60+,496
2020-09-17,00_04,86
2020-09-17,05_09,98
2020-09-17,10_14,185
2020-09-17,15_19,321
2020-09-17,20_24,471
2020-09-17,25_29,408
2020-09-17,30_34,345
2020-09-17,35_39,360
2020-09-17,40_44,301
2020-09-17,45_49,291
2020-09-17,50_54,309
2020-09-17,55_59,229
2020-09-17,60+,473
2020-09-18,00_04,106
2020-09-18,05_09,106
2020-09-18,10_14,198
2020-09-18,15_19,346
2020-09-18,20_24,545
2020-09-18,25_29,456
2020-09-18,30_34,388
2020-09-18,35_39,372
2020-09-18,40_44,317
2020-09-18,45_49,303
2020-09-18,50_54,324
2020-09-18,55_59,245
2020-09-18,60+,487
2020-09-19,00_04,123
2020-09-19,05_09,95
2020-09-19,10_14,208
2020-09-19,15_19,418
2020-09-19,20_24,532
2020-09-19,25_29,420
2020-09-19,30_34,366
2020-09-19,35_39,357
2020-09-19,40_44,305
2020-09-19,45_49,284
2020-09-19,50_54,290
2020-09-19,55_59,262
2020-09-19,60+,439
2020-09-20,00_04,129
2020-09-20,05_09,117
2020-09-20,10_14,203
2020-09-20,15_19,436
2020-09-20,20_24,564
2020-09-20,25_29,480
2020-09-20,30_34,405
2020-09-20,35_39,422
2020-09-20,40_44,325
2020-09-20,45_49,320
2020-09-20,50_54,365
2020-09-20,55_59,292
2020-09-20,60+,518
2020-09-21,00_04,91
2020-09-21,05_09,108
2020-09-21,10_14,217
2020-09-21,15_19,429
2020-09-21,20_24,568
2020-09-21,25_29,473
2020-09-21,30_34,435
2020-09-21,35_39,398
2020-09-21,40_44,348
2020-09-21,45_49,317
2020-09-21,50_54,362
2020-09-21,55_59,284
2020-09-21,60+,562
2020-09-22,00_04,91
2020-09-22,05_09,92
2020-09-22,10_14,217
2020-09-22,15_19,542
2020-09-22,20_24,663
2020-09-22,25_29,555
2020-09-22,30_34,492
2020-09-22,35_39,429
2020-09-22,40_44,382
2020-09-22,45_49,347
2020-09-22,50_54,392
2020-09-22,55_59,323
2020-09-22,60+,742
2020-09-23,00_04,113
2020-09-23,05_09,110
2020-09-23,10_14,225
2020-09-23,15_19,708
2020-09-23,20_24,758
2020-09-23,25_29,608
2020-09-23,30_34,489
2020-09-23,35_39,446
2020-09-23,40_44,412
2020-09-23,45_49,404
2020-09-23,50_54,369
2020-09-23,55_59,367
2020-09-23,60+,729
2020-09-24,00_04,114
2020-09-24,05_09,82
2020-09-24,10_14,225
2020-09-24,15_19,789
2020-09-24,20_24,881
2020-09-24,25_29,621
2020-09-24,30_34,577
2020-09-24,35_39,513
2020-09-24,40_44,412
2020-09-24,45_49,410
2020-09-24,50_54,441
2020-09-24,55_59,357
2020-09-24,60+,790
2020-09-25,00_04,137
2020-09-25,05_09,101
2020-09-25,10_14,207
2020-09-25,15_19,810
2020-09-25,20_24,846
2020-09-25,25_29,565
2020-09-25,30_34,528
2020-09-25,35_39,444
2020-09-25,40_44,370
2020-09-25,45_49,452
2020-09-25,50_54,404
2020-09-25,55_59,335
2020-09-25,60+,730
2020-09-26,00_04,109
2020-09-26,05_09,84
2020-09-26,10_14,197
2020-09-26,15_19,997
2020-09-26,20_24,819
2020-09-26,25_29,463
2020-09-26,30_34,441
2020-09-26,35_39,386
2020-09-26,40_44,352
2020-09-26,45_49,364
2020-09-26,50_54,364
2020-09-26,55_59,330
2020-09-26,60+,654
2020-09-27,00_04,130
2020-09-27,05_09,73
2020-09-27,10_14,198
2020-09-27,15_19,1240
2020-09-27,20_24,892
2020-09-27,25_29,540
2020-09-27,30_34,397
2020-09-27,35_39,426
2020-09-27,40_44,357
2020-09-27,45_49,365
2020-09-27,50_54,416
2020-09-27,55_59,341
2020-09-27,60+,601
2020-09-28,00_04,150
2020-09-28,05_09,117
2020-09-28,10_14,237
2020-09-28,15_19,1547
2020-09-28,20_24,1226
2020-09-28,25_29,725
2020-09-28,30_34,714
2020-09-28,35_39,592
2020-09-28,40_44,515
2020-09-28,45_49,557
2020-09-28,50_54,565
2020-09-28,55_59,470
2020-09-28,60+,1029
2020-09-29,00_04,152
2020-09-29,05_09,86
2020-09-29,10_14,246
2020-09-29,15_19,1867
2020-09-29,20_24,1344
2020-09-29,25_29,747
2020-09-29,30_34,621
2020-09-29,35_39,518
2020-09-29,40_44,460
2020-09-29,45_49,500
2020-09-29,50_54,565
2020-09-29,55_59,452
2020-09-29,60+,1094
2020-09-30,00_04,180
2020-09-30,05_09,121
2020-09-30,10_14,234
2020-09-30,15_19,2670
2020-09-30,20_24,1703
2020-09-30,25_29,861
2020-09-30,30_34,764
2020-09-30,35_39,634
2020-09-30,40_44,536
2020-09-30,45_49,557
2020-09-30,50_54,640
2020-09-30,55_59,533
2020-09-30,60+,1111
2020-10-01,00_04,205
2020-10-01,05_09,125
2020-10-01,10_14,281
2020-10-01,15_19,2731
2020-10-01,20_24,1807
2020-10-01,25_29,940
2020-10-01,30_34,768
2020-10-01,35_39,673
2020-10-01,40_44,555
2020-10-01,45_49,644
2020-10-01,50_54,701
2020-10-01,55_59,605
2020-10-01,60+,1245
2020-10-02,00_04,221
2020-10-02,05_09,131
2020-10-02,10_14,321
2020-10-02,15_19,2608
2020-10-02,20_24,1953
2020-10-02,25_29,900
2020-10-02,30_34,834
2020-10-02,35_39,683
2020-10-02,40_44,631
2020-10-02,45_49,584
2020-10-02,50_54,711
2020-10-02,55_59,669
2020-10-02,60+,1314
2020-10-03,00_04,193
2020-10-03,05_09,105
2020-10-03,10_14,234
2020-10-03,15_19,2125
2020-10-03,20_24,1601
2020-10-03,25_29,735
2020-10-03,30_34,690
2020-10-03,35_39,609
2020-10-03,40_44,499
2020-10-03,45_49,608
2020-10-03,50_54,626
2020-10-03,55_59,539
2020-10-03,60+,1148
2020-10-04,00_04,171
2020-10-04,05_09,95
2020-10-04,10_14,220
2020-10-04,15_19,2233
2020-10-04,20_24,1704
2020-10-04,25_29,782
2020-10-04,30_34,706
2020-10-04,35_39,630
2020-10-04,40_44,564
2020-10-04,45_49,578
2020-10-04,50_54,626
2020-10-04,55_59,562
2020-10-04,60+,1048
2020-10-05,00_04,266
2020-10-05,05_09,183
2020-10-05,10_14,377
2020-10-05,15_19,2658
2020-10-05,20_24,2254
2020-10-05,25_29,1143
2020-10-05,30_34,1016
2020-10-05,35_39,893
2020-10-05,40_44,832
2020-10-05,45_49,894
2020-10-05,50_54,933
2020-10-05,55_59,873
2020-10-05,60+,1732
2020-10-06,00_04,236
2020-10-06,05_09,195
2020-10-06,10_14,422
2020-10-06,15_19,2602
2020-10-06,20_24,2349
2020-10-06,25_29,1229
2020-10-06,30_34,1105
2020-10-06,35_39,938
2020-10-06,40_44,815
2020-10-06,45_49,895
2020-10-06,50_54,963
2020-10-06,55_59,825
2020-10-06,60+,1728
2020-10-07,00_04,237
2020-10-07,05_09,200
2020-10-07,10_14,437
2020-10-07,15_19,2911
2020-10-07,20_24,2508
2020-10-07,25_29,1301
2020-10-07,30_34,1108
2020-10-07,35_39,970
2020-10-07,40_44,834
2020-10-07,45_49,914
2020-10-07,50_54,969
2020-10-07,55_59,891
2020-10-07,60+,1975
2020-10-08,00_04,280
2020-10-08,05_09,232
2020-10-08,10_14,457
2020-10-08,15_19,2860
2020-10-08,20_24,2505
2020-10-08,25_29,1283
2020-10-08,30_34,1107
2020-10-08,35_39,1020
2020-10-08,40_44,885
2020-10-08,45_49,921
2020-10-08,50_54,1021
2020-10-08,55_59,915
2020-10-08,60+,1822
2020-10-09,00_04,246
2020-10-09,05_09,209
2020-10-09,10_14,394
2020-10-09,15_19,2207
2020-10-09,20_24,1976
2020-10-09,25_29,1126
2020-10-09,30_34,997
2020-10-09,35_39,848
2020-10-09,40_44,759
2020-10-09,45_49,820
2020-10-09,50_54,910
2020-10-09,55_59,768
2020-10-09,60+,1753
2020-10-10,00_04,196
2020-10-10,05_09,149
2020-10-10,10_14,328
2020-10-10,15_19,1713
2020-10-10,20_24,1499
2020-10-10,25_29,855
2020-10-10,30_34,791
2020-10-10,35_39,676
2020-10-10,40_44,686
2020-10-10,45_49,696
2020-10-10,50_54,688
2020-10-10,55_59,591
2020-10-10,60+,1340
2020-10-11,00_04,175
2020-10-11,05_09,161
2020-10-11,10_14,283
2020-10-11,15_19,1533
2020-10-11,20_24,1347
2020-10-11,25_29,796
2020-10-11,30_34,793
2020-10-11,35_39,653
2020-10-11,40_44,637
2020-10-11,45_49,644
2020-10-11,50_54,734
2020-10-11,55_59,630
2020-10-11,60+,1328
2020-10-12,00_04,273
2020-10-12,05_09,277
2020-10-12,10_14,546
2020-10-12,15_19,2152
2020-10-12,20_24,2187
2020-10-12,25_29,1503
2020-10-12,30_34,1273
2020-10-12,35_39,1171
2020-10-12,40_44,1074
2020-10-12,45_49,1148
2020-10-12,50_54,1188
2020-10-12,55_59,1035
2020-10-12,60+,2410
2020-10-13,00_04,282
2020-10-13,05_09,262
2020-10-13,10_14,458
2020-10-13,15_19,2099
2020-10-13,20_24,2209
2020-10-13,25_29,1345
2020-10-13,30_34,1262
2020-10-13,35_39,1123
2020-10-13,40_44,1013
2020-10-13,45_49,976
2020-10-13,50_54,1178
2020-10-13,55_59,1011
2020-10-13,60+,2274
2020-10-14,00_04,303
2020-10-14,05_09,287
2020-10-14,10_14,541
2020-10-14,15_19,1958
2020-10-14,20_24,2242
2020-10-14,25_29,1517
2020-10-14,30_34,1376
2020-10-14,35_39,1208
2020-10-14,40_44,1083
2020-10-14,45_49,1179
2020-10-14,50_54,1228
2020-10-14,55_59,1079
2020-10-14,60+,2429
2020-10-15,00_04,310
2020-10-15,05_09,300
2020-10-15,10_14,529
2020-10-15,15_19,1731
2020-10-15,20_24,1926
2020-10-15,25_29,1426
2020-10-15,30_34,1294
2020-10-15,35_39,1104
2020-10-15,40_44,1001
2020-10-15,45_49,1058
2020-10-15,50_54,1156
2020-10-15,55_59,1064
2020-10-15,60+,2327
2020-10-16,00_04,267
2020-10-16,05_09,285
2020-10-16,10_14,501
2020-10-16,15_19,1532
2020-10-16,20_24,1778
2020-10-16,25_29,1369
2020-10-16,30_34,1192
2020-10-16,35_39,1096
2020-10-16,40_44,1017
2020-10-16,45_49,1006
2020-10-16,50_54,1120
2020-10-16,55_59,988
2020-10-16,60+,2403
2020-10-17,00_04,211
2020-10-17,05_09,239
2020-10-17,10_14,414
2020-10-17,15_19,1140
2020-10-17,20_24,1403
2020-10-17,25_29,1167
2020-10-17,30_34,1069
2020-10-17,35_39,998
2020-10-17,40_44,874
2020-10-17,45_49,915
2020-10-17,50_54,992
2020-10-17,55_59,894
2020-10-17,60+,1997
2020-10-18,00_04,248
2020-10-18,05_09,203
2020-10-18,10_14,395
2020-10-18,15_19,1186
2020-10-18,20_24,1340
2020-10-18,25_29,1101
2020-10-18,30_34,1065
2020-10-18,35_39,946
2020-10-18,40_44,873
2020-10-18,45_49,920
2020-10-18,50_54,964
2020-10-18,55_59,805
2020-10-18,60+,1742
2020-10-19,00_04,350
2020-10-19,05_09,398
2020-10-19,10_14,852
2020-10-19,15_19,1974
2020-10-19,20_24,2424
2020-10-19,25_29,2011
2020-10-19,30_34,2052
2020-10-19,35_39,1783
2020-10-19,40_44,1668
2020-10-19,45_49,1717
2020-10-19,50_54,1715
2020-10-19,55_59,1615
2020-10-19,60+,3450
2020-10-20,00_04,412
2020-10-20,05_09,433
2020-10-20,10_14,845
2020-10-20,15_19,1834
2020-10-20,20_24,2370
2020-10-20,25_29,2089
2020-10-20,30_34,1920
2020-10-20,35_39,1702
2020-10-20,40_44,1501
2020-10-20,45_49,1614
2020-10-20,50_54,1730
2020-10-20,55_59,1538
2020-10-20,60+,3312
2020-10-21,00_04,380
2020-10-21,05_09,413
2020-10-21,10_14,822
2020-10-21,15_19,1888
2020-10-21,20_24,2464
2020-10-21,25_29,2040
2020-10-21,30_34,1925
2020-10-21,35_39,1767
2020-10-21,40_44,1557
2020-10-21,45_49,1601
2020-10-21,50_54,1678
2020-10-21,55_59,1500
2020-10-21,60+,3377
2020-10-22,00_04,396
2020-10-22,05_09,361
2020-10-22,10_14,710
2020-10-22,15_19,1720
2020-10-22,20_24,2081
2020-10-22,25_29,1883
2020-10-22,30_34,1736
2020-10-22,35_39,1584
2020-10-22,40_44,1376
2020-10-22,45_49,1478
2020-10-22,50_54,1563
2020-10-22,55_59,1422
2020-10-22,60+,3217
2020-10-23,00_04,344
2020-10-23,05_09,312
2020-10-23,10_14,652
2020-10-23,15_19,1474
2020-10-23,20_24,1997
2020-10-23,25_29,1616
2020-10-23,30_34,1619
2020-10-23,35_39,1437
2020-10-23,40_44,1319
2020-10-23,45_49,1347
2020-10-23,50_54,1500
2020-10-23,55_59,1264
2020-10-23,60+,3125
2020-10-24,00_04,265
2020-10-24,05_09,240
2020-10-24,10_14,490
2020-10-24,15_19,1068
